day,station,code,min_delay,min_gap,bound,line,vehicle,day_month,month,hour,min,at_station,day_indexed,code_indexed,bound_indexed,line_indexed,station_indexed,station_w2v,features,scaled_features,station_w2v_vector,features_w2v,scaled_features_w2v
Monday,finch station,MUSAN,4,8,S,YU,5501,2,1,17,18,1,4.0,7.0,0.0,0.0,5.0,"[0, 0, 10, 1]","[8.0,5501.0,2.0,1.0,17.0,18.0,1.0,4.0,7.0,0.0,0.0,5.0]","[0.2,0.8892660847074039,0.047619047619047616,0.5,0.7391304347826086,0.3050847457627119,0.5,0.6666666666666666,0.045454545454545456,0.0,0.0,0.06756756756756757]","[0.0,0.0,10.0,1.0]","[0.0,0.0,10.0,1.0,8.0,5501.0,2.0,1.0,17.0,18.0,1.0,4.0,7.0,0.0,0.0]","[0.0,0.0,0.09090909090909091,0.5,0.2,0.8892660847074039,0.047619047619047616,0.5,0.7391304347826086,0.3050847457627119,0.5,0.6666666666666666,0.045454545454545456,0.0,0.0]"
Monday,christie station,MUIRS,6,11,E,BD,5135,2,1,17,54,1,4.0,53.0,3.0,1.0,53.0,"[0, 0, 60, 1]","[11.0,5135.0,2.0,1.0,17.0,54.0,1.0,4.0,53.0,3.0,1.0,53.0]","[0.275,0.8301002263174911,0.047619047619047616,0.5,0.7391304347826086,0.9152542372881356,0.5,0.6666666666666666,0.34415584415584416,0.75,0.3333333333333333,0.7162162162162162]","[0.0,0.0,60.0,1.0]","[0.0,0.0,60.0,1.0,11.0,5135.0,2.0,1.0,17.0,54.0,1.0,4.0,53.0,3.0,1.0]","[0.0,0.0,0.7402597402597403,0.5,0.275,0.8301002263174911,0.047619047619047616,0.5,0.7391304347826086,0.9152542372881356,0.5,0.6666666666666666,0.34415584415584416,0.75,0.3333333333333333]"
Monday,college station,MUPAA,3,9,N,YU,5516,2,1,19,35,1,4.0,1.0,1.0,0.0,15.0,"[0, 0, 25, 1]","[9.0,5516.0,2.0,1.0,19.0,35.0,1.0,4.0,1.0,1.0,0.0,15.0]","[0.225,0.8916909149692855,0.047619047619047616,0.5,0.8260869565217391,0.5932203389830508,0.5,0.6666666666666666,0.006493506493506494,0.25,0.0,0.20270270270270271]","[0.0,0.0,25.0,1.0]","[0.0,0.0,25.0,1.0,9.0,5516.0,2.0,1.0,19.0,35.0,1.0,4.0,1.0,1.0,0.0]","[0.0,0.0,0.28571428571428575,0.5,0.225,0.8916909149692855,0.047619047619047616,0.5,0.8260869565217391,0.5932203389830508,0.5,0.6666666666666666,0.006493506493506494,0.25,0.0]"
Monday,kennedy station,TUMVS,5,10,E,BD,5341,2,1,19,54,1,4.0,18.0,3.0,1.0,1.0,"[0, 0, 6, 1]","[10.0,5341.0,2.0,1.0,19.0,54.0,1.0,4.0,18.0,3.0,1.0,1.0]","[0.25,0.863401228580666,0.047619047619047616,0.5,0.8260869565217391,0.9152542372881356,0.5,0.6666666666666666,0.1168831168831169,0.75,0.3333333333333333,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,10.0,5341.0,2.0,1.0,19.0,54.0,1.0,4.0,18.0,3.0,1.0]","[0.0,0.0,0.03896103896103896,0.5,0.25,0.863401228580666,0.047619047619047616,0.5,0.8260869565217391,0.9152542372881356,0.5,0.6666666666666666,0.1168831168831169,0.75,0.3333333333333333]"
Monday,spadina station,SUUT,6,11,E,BD,5323,2,1,20,42,1,4.0,5.0,3.0,1.0,8.0,"[0, 0, 19, 1]","[11.0,5323.0,2.0,1.0,20.0,42.0,1.0,4.0,5.0,3.0,1.0,8.0]","[0.275,0.8604914322664081,0.047619047619047616,0.5,0.8695652173913043,0.711864406779661,0.5,0.6666666666666666,0.03246753246753247,0.75,0.3333333333333333,0.10810810810810811]","[0.0,0.0,19.0,1.0]","[0.0,0.0,19.0,1.0,11.0,5323.0,2.0,1.0,20.0,42.0,1.0,4.0,5.0,3.0,1.0]","[0.0,0.0,0.2077922077922078,0.5,0.275,0.8604914322664081,0.047619047619047616,0.5,0.8695652173913043,0.711864406779661,0.5,0.6666666666666666,0.03246753246753247,0.75,0.3333333333333333]"
Monday,queen station,MUSAN,6,12,S,YU,5756,2,1,21,1,1,4.0,7.0,0.0,0.0,25.0,"[0, 0, 32, 1]","[12.0,5756.0,2.0,1.0,21.0,1.0,1.0,4.0,7.0,0.0,0.0,25.0]","[0.30000000000000004,0.9304881991593923,0.047619047619047616,0.5,0.9130434782608695,0.01694915254237288,0.5,0.6666666666666666,0.045454545454545456,0.0,0.0,0.33783783783783783]","[0.0,0.0,32.0,1.0]","[0.0,0.0,32.0,1.0,12.0,5756.0,2.0,1.0,21.0,1.0,1.0,4.0,7.0,0.0,0.0]","[0.0,0.0,0.37662337662337664,0.5,0.30000000000000004,0.9304881991593923,0.047619047619047616,0.5,0.9130434782608695,0.01694915254237288,0.5,0.6666666666666666,0.045454545454545456,0.0,0.0]"
Monday,summerhill station,SUDP,4,10,N,YU,6136,2,1,21,26,1,4.0,0.0,1.0,0.0,30.0,"[0, 0, 37, 1]","[10.0,6136.0,2.0,1.0,21.0,26.0,1.0,4.0,0.0,1.0,0.0,30.0]","[0.25,0.9919172324603945,0.047619047619047616,0.5,0.9130434782608695,0.4406779661016949,0.5,0.6666666666666666,0.0,0.25,0.0,0.40540540540540543]","[0.0,0.0,37.0,1.0]","[0.0,0.0,37.0,1.0,10.0,6136.0,2.0,1.0,21.0,26.0,1.0,4.0,0.0,1.0,0.0]","[0.0,0.0,0.4415584415584416,0.5,0.25,0.9919172324603945,0.047619047619047616,0.5,0.9130434782608695,0.4406779661016949,0.5,0.6666666666666666,0.0,0.25,0.0]"
Monday,royal york station,PUSTS,3,8,E,BD,5139,2,1,21,40,1,4.0,33.0,3.0,1.0,56.0,"[0, 62, 8, 1]","[8.0,5139.0,2.0,1.0,21.0,40.0,1.0,4.0,33.0,3.0,1.0,56.0]","[0.2,0.8307468477206597,0.047619047619047616,0.5,0.9130434782608695,0.6779661016949152,0.5,0.6666666666666666,0.2142857142857143,0.75,0.3333333333333333,0.7567567567567568]","[0.0,62.0,8.0,1.0]","[0.0,62.0,8.0,1.0,8.0,5139.0,2.0,1.0,21.0,40.0,1.0,4.0,33.0,3.0,1.0]","[0.0,0.7560975609756098,0.06493506493506494,0.5,0.2,0.8307468477206597,0.047619047619047616,0.5,0.9130434782608695,0.6779661016949152,0.5,0.6666666666666666,0.2142857142857143,0.75,0.3333333333333333]"
Monday,bloor yonge station,SUAP,14,20,S,YU,5536,2,1,23,45,1,4.0,12.0,0.0,0.0,0.0,"[0, 5, 4, 1]","[20.0,5536.0,2.0,1.0,23.0,45.0,1.0,4.0,12.0,0.0,0.0,0.0]","[0.5,0.8949240219851278,0.047619047619047616,0.5,1.0,0.7627118644067796,0.5,0.6666666666666666,0.07792207792207792,0.0,0.0,0.0]","[0.0,5.0,4.0,1.0]","[0.0,5.0,4.0,1.0,20.0,5536.0,2.0,1.0,23.0,45.0,1.0,4.0,12.0,0.0,0.0]","[0.0,0.06097560975609756,0.012987012987012988,0.5,0.5,0.8949240219851278,0.047619047619047616,0.5,1.0,0.7627118644067796,0.5,0.6666666666666666,0.07792207792207792,0.0,0.0]"
Monday,dufferin station,SUUT,14,20,E,BD,5102,2,1,0,57,1,4.0,5.0,3.0,1.0,48.0,"[0, 0, 56, 1]","[20.0,5102.0,2.0,1.0,0.0,57.0,1.0,4.0,5.0,3.0,1.0,48.0]","[0.5,0.8247655997413514,0.047619047619047616,0.5,0.0,0.9661016949152542,0.5,0.6666666666666666,0.03246753246753247,0.75,0.3333333333333333,0.6486486486486487]","[0.0,0.0,56.0,1.0]","[0.0,0.0,56.0,1.0,20.0,5102.0,2.0,1.0,0.0,57.0,1.0,4.0,5.0,3.0,1.0]","[0.0,0.0,0.6883116883116883,0.5,0.5,0.8247655997413514,0.047619047619047616,0.5,0.0,0.9661016949152542,0.5,0.6666666666666666,0.03246753246753247,0.75,0.3333333333333333]"
Tuesday,lawrence east station,TRTC,5,10,S,SRT,3012,3,1,15,32,1,2.0,114.0,0.0,2.0,57.0,"[0, 13, 64, 1]","[10.0,3012.0,3.0,1.0,15.0,32.0,1.0,2.0,114.0,0.0,2.0,57.0]","[0.25,0.48690591658583904,0.09523809523809523,0.5,0.6521739130434783,0.5423728813559322,0.5,0.3333333333333333,0.7402597402597403,0.0,0.6666666666666666,0.7702702702702703]","[0.0,13.0,64.0,1.0]","[0.0,13.0,64.0,1.0,10.0,3012.0,3.0,1.0,15.0,32.0,1.0,2.0,114.0,0.0,2.0]","[0.0,0.15853658536585366,0.7922077922077922,0.5,0.25,0.48690591658583904,0.09523809523809523,0.5,0.6521739130434783,0.5423728813559322,0.5,0.3333333333333333,0.7402597402597403,0.0,0.6666666666666666]"
Tuesday,kennedy station,EUDO,5,10,W,BD,5116,3,1,6,17,1,2.0,10.0,2.0,1.0,1.0,"[0, 0, 6, 1]","[10.0,5116.0,3.0,1.0,6.0,17.0,1.0,2.0,10.0,2.0,1.0,1.0]","[0.25,0.8270287746524411,0.09523809523809523,0.5,0.2608695652173913,0.288135593220339,0.5,0.3333333333333333,0.06493506493506494,0.5,0.3333333333333333,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,10.0,5116.0,3.0,1.0,6.0,17.0,1.0,2.0,10.0,2.0,1.0]","[0.0,0.0,0.03896103896103896,0.5,0.25,0.8270287746524411,0.09523809523809523,0.5,0.2608695652173913,0.288135593220339,0.5,0.3333333333333333,0.06493506493506494,0.5,0.3333333333333333]"
Tuesday,downsview park station,MUATC,12,18,N,YU,5466,3,1,6,17,1,2.0,6.0,1.0,0.0,40.0,"[0, 44, 11, 1]","[18.0,5466.0,3.0,1.0,6.0,17.0,1.0,2.0,6.0,1.0,0.0,40.0]","[0.45,0.88360814742968,0.09523809523809523,0.5,0.2608695652173913,0.288135593220339,0.5,0.3333333333333333,0.03896103896103896,0.25,0.0,0.5405405405405406]","[0.0,44.0,11.0,1.0]","[0.0,44.0,11.0,1.0,18.0,5466.0,3.0,1.0,6.0,17.0,1.0,2.0,6.0,1.0,0.0]","[0.0,0.5365853658536586,0.1038961038961039,0.5,0.45,0.88360814742968,0.09523809523809523,0.5,0.2608695652173913,0.288135593220339,0.5,0.3333333333333333,0.03896103896103896,0.25,0.0]"
Tuesday,north york centre station,PUOPO,3,6,S,YU,5736,3,1,6,42,1,2.0,2.0,0.0,0.0,27.0,"[34, 8, 26, 1]","[6.0,5736.0,3.0,1.0,6.0,42.0,1.0,2.0,2.0,0.0,0.0,27.0]","[0.15000000000000002,0.9272550921435501,0.09523809523809523,0.5,0.2608695652173913,0.711864406779661,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0,0.3648648648648649]","[34.0,8.0,26.0,1.0]","[34.0,8.0,26.0,1.0,6.0,5736.0,3.0,1.0,6.0,42.0,1.0,2.0,2.0,0.0,0.0]","[1.0,0.0975609756097561,0.29870129870129875,0.5,0.15000000000000002,0.9272550921435501,0.09523809523809523,0.5,0.2608695652173913,0.711864406779661,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0]"
Tuesday,sheppard yonge station,PUOPO,5,8,S,YU,5736,3,1,6,48,1,2.0,2.0,0.0,0.0,7.0,"[0, 9, 4, 1]","[8.0,5736.0,3.0,1.0,6.0,48.0,1.0,2.0,2.0,0.0,0.0,7.0]","[0.2,0.9272550921435501,0.09523809523809523,0.5,0.2608695652173913,0.8135593220338984,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0,0.0945945945945946]","[0.0,9.0,4.0,1.0]","[0.0,9.0,4.0,1.0,8.0,5736.0,3.0,1.0,6.0,48.0,1.0,2.0,2.0,0.0,0.0]","[0.0,0.10975609756097561,0.012987012987012988,0.5,0.2,0.9272550921435501,0.09523809523809523,0.5,0.2608695652173913,0.8135593220338984,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0]"
Tuesday,north york centre station,PUOPO,5,8,S,YU,5741,3,1,6,48,1,2.0,2.0,0.0,0.0,27.0,"[34, 8, 26, 1]","[8.0,5741.0,3.0,1.0,6.0,48.0,1.0,2.0,2.0,0.0,0.0,27.0]","[0.2,0.9280633688975106,0.09523809523809523,0.5,0.2608695652173913,0.8135593220338984,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0,0.3648648648648649]","[34.0,8.0,26.0,1.0]","[34.0,8.0,26.0,1.0,8.0,5741.0,3.0,1.0,6.0,48.0,1.0,2.0,2.0,0.0,0.0]","[1.0,0.0975609756097561,0.29870129870129875,0.5,0.2,0.9280633688975106,0.09523809523809523,0.5,0.2608695652173913,0.8135593220338984,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0]"
Tuesday,dundas station,EUNT,6,9,S,YU,5796,3,1,9,42,1,2.0,16.0,0.0,0.0,9.0,"[0, 0, 16, 1]","[9.0,5796.0,3.0,1.0,9.0,42.0,1.0,2.0,16.0,0.0,0.0,9.0]","[0.225,0.9369544131910766,0.09523809523809523,0.5,0.3913043478260869,0.711864406779661,0.5,0.3333333333333333,0.1038961038961039,0.0,0.0,0.12162162162162163]","[0.0,0.0,16.0,1.0]","[0.0,0.0,16.0,1.0,9.0,5796.0,3.0,1.0,9.0,42.0,1.0,2.0,16.0,0.0,0.0]","[0.0,0.0,0.16883116883116883,0.5,0.225,0.9369544131910766,0.09523809523809523,0.5,0.3913043478260869,0.711864406779661,0.5,0.3333333333333333,0.1038961038961039,0.0,0.0]"
Tuesday,eglinton station,SUDP,5,8,S,YU,5786,3,1,12,43,1,2.0,0.0,0.0,0.0,3.0,"[0, 0, 7, 1]","[8.0,5786.0,3.0,1.0,12.0,43.0,1.0,2.0,0.0,0.0,0.0,3.0]","[0.2,0.9353378596831555,0.09523809523809523,0.5,0.5217391304347826,0.7288135593220338,0.5,0.3333333333333333,0.0,0.0,0.0,0.04054054054054054]","[0.0,0.0,7.0,1.0]","[0.0,0.0,7.0,1.0,8.0,5786.0,3.0,1.0,12.0,43.0,1.0,2.0,0.0,0.0,0.0]","[0.0,0.0,0.05194805194805195,0.5,0.2,0.9353378596831555,0.09523809523809523,0.5,0.5217391304347826,0.7288135593220338,0.5,0.3333333333333333,0.0,0.0,0.0]"
Tuesday,vaughan mc station,MUI,3,6,S,YU,6106,3,1,15,16,1,2.0,8.0,0.0,0.0,10.0,"[0, 20, 21, 1]","[6.0,6106.0,3.0,1.0,15.0,16.0,1.0,2.0,8.0,0.0,0.0,10.0]","[0.15000000000000002,0.9870675719366312,0.09523809523809523,0.5,0.6521739130434783,0.2711864406779661,0.5,0.3333333333333333,0.05194805194805195,0.0,0.0,0.13513513513513514]","[0.0,20.0,21.0,1.0]","[0.0,20.0,21.0,1.0,6.0,6106.0,3.0,1.0,15.0,16.0,1.0,2.0,8.0,0.0,0.0]","[0.0,0.24390243902439024,0.2337662337662338,0.5,0.15000000000000002,0.9870675719366312,0.09523809523809523,0.5,0.6521739130434783,0.2711864406779661,0.5,0.3333333333333333,0.05194805194805195,0.0,0.0]"
Tuesday,eglinton station,EUDO,3,6,S,YU,5641,3,1,15,50,1,2.0,10.0,0.0,0.0,3.0,"[0, 0, 7, 1]","[6.0,5641.0,3.0,1.0,15.0,50.0,1.0,2.0,10.0,0.0,0.0,3.0]","[0.15000000000000002,0.9118978338182995,0.09523809523809523,0.5,0.6521739130434783,0.847457627118644,0.5,0.3333333333333333,0.06493506493506494,0.0,0.0,0.04054054054054054]","[0.0,0.0,7.0,1.0]","[0.0,0.0,7.0,1.0,6.0,5641.0,3.0,1.0,15.0,50.0,1.0,2.0,10.0,0.0,0.0]","[0.0,0.0,0.05194805194805195,0.5,0.15000000000000002,0.9118978338182995,0.09523809523809523,0.5,0.6521739130434783,0.847457627118644,0.5,0.3333333333333333,0.06493506493506494,0.0,0.0]"
Tuesday,north york centre station,PUOPO,5,8,S,YU,5886,3,1,17,23,1,2.0,2.0,0.0,0.0,27.0,"[34, 8, 26, 1]","[8.0,5886.0,3.0,1.0,17.0,23.0,1.0,2.0,2.0,0.0,0.0,27.0]","[0.2,0.9515033947623667,0.09523809523809523,0.5,0.7391304347826086,0.3898305084745763,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0,0.3648648648648649]","[34.0,8.0,26.0,1.0]","[34.0,8.0,26.0,1.0,8.0,5886.0,3.0,1.0,17.0,23.0,1.0,2.0,2.0,0.0,0.0]","[1.0,0.0975609756097561,0.29870129870129875,0.5,0.2,0.9515033947623667,0.09523809523809523,0.5,0.7391304347826086,0.3898305084745763,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0]"
Tuesday,coxwell station,EUME,5,8,E,BD,5010,3,1,17,30,1,2.0,41.0,3.0,1.0,21.0,"[0, 0, 28, 1]","[8.0,5010.0,3.0,1.0,17.0,30.0,1.0,2.0,41.0,3.0,1.0,21.0]","[0.2,0.8098933074684772,0.09523809523809523,0.5,0.7391304347826086,0.5084745762711864,0.5,0.3333333333333333,0.26623376623376627,0.75,0.3333333333333333,0.28378378378378377]","[0.0,0.0,28.0,1.0]","[0.0,0.0,28.0,1.0,8.0,5010.0,3.0,1.0,17.0,30.0,1.0,2.0,41.0,3.0,1.0]","[0.0,0.0,0.3246753246753247,0.5,0.2,0.8098933074684772,0.09523809523809523,0.5,0.7391304347826086,0.5084745762711864,0.5,0.3333333333333333,0.26623376623376627,0.75,0.3333333333333333]"
Tuesday,sheppard yonge station,PUOPO,3,6,S,YU,5886,3,1,17,30,1,2.0,2.0,0.0,0.0,7.0,"[0, 9, 4, 1]","[6.0,5886.0,3.0,1.0,17.0,30.0,1.0,2.0,2.0,0.0,0.0,7.0]","[0.15000000000000002,0.9515033947623667,0.09523809523809523,0.5,0.7391304347826086,0.5084745762711864,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0,0.0945945945945946]","[0.0,9.0,4.0,1.0]","[0.0,9.0,4.0,1.0,6.0,5886.0,3.0,1.0,17.0,30.0,1.0,2.0,2.0,0.0,0.0]","[0.0,0.10975609756097561,0.012987012987012988,0.5,0.15000000000000002,0.9515033947623667,0.09523809523809523,0.5,0.7391304347826086,0.5084745762711864,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0]"
Tuesday,eglinton station,MUIR,3,6,N,YU,5866,3,1,17,54,1,2.0,4.0,1.0,0.0,3.0,"[0, 0, 7, 1]","[6.0,5866.0,3.0,1.0,17.0,54.0,1.0,2.0,4.0,1.0,0.0,3.0]","[0.15000000000000002,0.9482702877465244,0.09523809523809523,0.5,0.7391304347826086,0.9152542372881356,0.5,0.3333333333333333,0.025974025974025976,0.25,0.0,0.04054054054054054]","[0.0,0.0,7.0,1.0]","[0.0,0.0,7.0,1.0,6.0,5866.0,3.0,1.0,17.0,54.0,1.0,2.0,4.0,1.0,0.0]","[0.0,0.0,0.05194805194805195,0.5,0.15000000000000002,0.9482702877465244,0.09523809523809523,0.5,0.7391304347826086,0.9152542372881356,0.5,0.3333333333333333,0.025974025974025976,0.25,0.0]"
Tuesday,runnymede station,MUIR,5,8,W,BD,5351,3,1,17,56,1,2.0,4.0,2.0,1.0,68.0,"[0, 0, 75, 1]","[8.0,5351.0,3.0,1.0,17.0,56.0,1.0,2.0,4.0,2.0,1.0,68.0]","[0.2,0.8650177820885872,0.09523809523809523,0.5,0.7391304347826086,0.9491525423728814,0.5,0.3333333333333333,0.025974025974025976,0.5,0.3333333333333333,0.918918918918919]","[0.0,0.0,75.0,1.0]","[0.0,0.0,75.0,1.0,8.0,5351.0,3.0,1.0,17.0,56.0,1.0,2.0,4.0,2.0,1.0]","[0.0,0.0,0.9350649350649352,0.5,0.2,0.8650177820885872,0.09523809523809523,0.5,0.7391304347826086,0.9491525423728814,0.5,0.3333333333333333,0.025974025974025976,0.5,0.3333333333333333]"
Tuesday,castle frank station,SUDP,3,6,W,BD,5158,3,1,18,10,1,2.0,0.0,2.0,1.0,47.0,"[0, 52, 53, 1]","[6.0,5158.0,3.0,1.0,18.0,10.0,1.0,2.0,0.0,2.0,1.0,47.0]","[0.15000000000000002,0.8338182993857097,0.09523809523809523,0.5,0.7826086956521738,0.1694915254237288,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.6351351351351352]","[0.0,52.0,53.0,1.0]","[0.0,52.0,53.0,1.0,6.0,5158.0,3.0,1.0,18.0,10.0,1.0,2.0,0.0,2.0,1.0]","[0.0,0.6341463414634146,0.6493506493506493,0.5,0.15000000000000002,0.8338182993857097,0.09523809523809523,0.5,0.7826086956521738,0.1694915254237288,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333]"
Tuesday,dundas west station,MUI,15,18,W,BD,5348,3,1,18,54,1,2.0,8.0,2.0,1.0,37.0,"[0, 16, 3, 1]","[18.0,5348.0,3.0,1.0,18.0,54.0,1.0,2.0,8.0,2.0,1.0,37.0]","[0.45,0.8645328160362109,0.09523809523809523,0.5,0.7826086956521738,0.9152542372881356,0.5,0.3333333333333333,0.05194805194805195,0.5,0.3333333333333333,0.5]","[0.0,16.0,3.0,1.0]","[0.0,16.0,3.0,1.0,18.0,5348.0,3.0,1.0,18.0,54.0,1.0,2.0,8.0,2.0,1.0]","[0.0,0.1951219512195122,0.0,0.5,0.45,0.8645328160362109,0.09523809523809523,0.5,0.7826086956521738,0.9152542372881356,0.5,0.3333333333333333,0.05194805194805195,0.5,0.3333333333333333]"
Tuesday,sheppard yonge station,MUATC,6,9,S,YU,5406,3,1,18,57,1,2.0,6.0,0.0,0.0,7.0,"[0, 9, 4, 1]","[9.0,5406.0,3.0,1.0,18.0,57.0,1.0,2.0,6.0,0.0,0.0,7.0]","[0.225,0.8739088263821533,0.09523809523809523,0.5,0.7826086956521738,0.9661016949152542,0.5,0.3333333333333333,0.03896103896103896,0.0,0.0,0.0945945945945946]","[0.0,9.0,4.0,1.0]","[0.0,9.0,4.0,1.0,9.0,5406.0,3.0,1.0,18.0,57.0,1.0,2.0,6.0,0.0,0.0]","[0.0,0.10975609756097561,0.012987012987012988,0.5,0.225,0.8739088263821533,0.09523809523809523,0.5,0.7826086956521738,0.9661016949152542,0.5,0.3333333333333333,0.03896103896103896,0.0,0.0]"
Tuesday,union station,MUIR,15,18,N,YU,5506,3,1,19,14,1,2.0,4.0,1.0,0.0,12.0,"[0, 0, 23, 1]","[18.0,5506.0,3.0,1.0,19.0,14.0,1.0,2.0,4.0,1.0,0.0,12.0]","[0.45,0.8900743614613644,0.09523809523809523,0.5,0.8260869565217391,0.23728813559322035,0.5,0.3333333333333333,0.025974025974025976,0.25,0.0,0.16216216216216217]","[0.0,0.0,23.0,1.0]","[0.0,0.0,23.0,1.0,18.0,5506.0,3.0,1.0,19.0,14.0,1.0,2.0,4.0,1.0,0.0]","[0.0,0.0,0.25974025974025977,0.5,0.45,0.8900743614613644,0.09523809523809523,0.5,0.8260869565217391,0.23728813559322035,0.5,0.3333333333333333,0.025974025974025976,0.25,0.0]"
Tuesday,highway 407 station,MUATC,5,8,S,YU,5866,3,1,19,41,1,2.0,6.0,0.0,0.0,49.0,"[0, 54, 55, 1]","[8.0,5866.0,3.0,1.0,19.0,41.0,1.0,2.0,6.0,0.0,0.0,49.0]","[0.2,0.9482702877465244,0.09523809523809523,0.5,0.8260869565217391,0.6949152542372882,0.5,0.3333333333333333,0.03896103896103896,0.0,0.0,0.6621621621621622]","[0.0,54.0,55.0,1.0]","[0.0,54.0,55.0,1.0,8.0,5866.0,3.0,1.0,19.0,41.0,1.0,2.0,6.0,0.0,0.0]","[0.0,0.6585365853658537,0.6753246753246753,0.5,0.2,0.9482702877465244,0.09523809523809523,0.5,0.8260869565217391,0.6949152542372882,0.5,0.3333333333333333,0.03896103896103896,0.0,0.0]"
Tuesday,eglinton station,TUO,4,7,S,YU,5406,3,1,20,28,1,2.0,9.0,0.0,0.0,3.0,"[0, 0, 7, 1]","[7.0,5406.0,3.0,1.0,20.0,28.0,1.0,2.0,9.0,0.0,0.0,3.0]","[0.17500000000000002,0.8739088263821533,0.09523809523809523,0.5,0.8695652173913043,0.4745762711864407,0.5,0.3333333333333333,0.05844155844155845,0.0,0.0,0.04054054054054054]","[0.0,0.0,7.0,1.0]","[0.0,0.0,7.0,1.0,7.0,5406.0,3.0,1.0,20.0,28.0,1.0,2.0,9.0,0.0,0.0]","[0.0,0.0,0.05194805194805195,0.5,0.17500000000000002,0.8739088263821533,0.09523809523809523,0.5,0.8695652173913043,0.4745762711864407,0.5,0.3333333333333333,0.05844155844155845,0.0,0.0]"
Tuesday,bloor yonge station,SUAP,3,7,E,BD,5142,3,1,22,28,1,2.0,12.0,3.0,1.0,0.0,"[0, 5, 4, 1]","[7.0,5142.0,3.0,1.0,22.0,28.0,1.0,2.0,12.0,3.0,1.0,0.0]","[0.17500000000000002,0.8312318137730359,0.09523809523809523,0.5,0.9565217391304348,0.4745762711864407,0.5,0.3333333333333333,0.07792207792207792,0.75,0.3333333333333333,0.0]","[0.0,5.0,4.0,1.0]","[0.0,5.0,4.0,1.0,7.0,5142.0,3.0,1.0,22.0,28.0,1.0,2.0,12.0,3.0,1.0]","[0.0,0.06097560975609756,0.012987012987012988,0.5,0.17500000000000002,0.8312318137730359,0.09523809523809523,0.5,0.9565217391304348,0.4745762711864407,0.5,0.3333333333333333,0.07792207792207792,0.75,0.3333333333333333]"
Tuesday,osgoode station,PUOPO,5,10,S,YU,6136,3,1,23,24,1,2.0,2.0,0.0,0.0,50.0,"[0, 0, 57, 1]","[10.0,6136.0,3.0,1.0,23.0,24.0,1.0,2.0,2.0,0.0,0.0,50.0]","[0.25,0.9919172324603945,0.09523809523809523,0.5,1.0,0.4067796610169492,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0,0.6756756756756757]","[0.0,0.0,57.0,1.0]","[0.0,0.0,57.0,1.0,10.0,6136.0,3.0,1.0,23.0,24.0,1.0,2.0,2.0,0.0,0.0]","[0.0,0.0,0.7012987012987013,0.5,0.25,0.9919172324603945,0.09523809523809523,0.5,1.0,0.4067796610169492,0.5,0.3333333333333333,0.012987012987012988,0.0,0.0]"
Wednesday,kennedy station,ERTC,7,12,S,SRT,3001,4,1,9,11,1,1.0,21.0,0.0,2.0,1.0,"[0, 0, 6, 1]","[12.0,3001.0,4.0,1.0,9.0,11.0,1.0,1.0,21.0,0.0,2.0,1.0]","[0.30000000000000004,0.4851277077271258,0.14285714285714285,0.5,0.3913043478260869,0.1864406779661017,0.5,0.16666666666666666,0.13636363636363638,0.0,0.6666666666666666,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,12.0,3001.0,4.0,1.0,9.0,11.0,1.0,1.0,21.0,0.0,2.0]","[0.0,0.0,0.03896103896103896,0.5,0.30000000000000004,0.4851277077271258,0.14285714285714285,0.5,0.3913043478260869,0.1864406779661017,0.5,0.16666666666666666,0.13636363636363638,0.0,0.6666666666666666]"
Wednesday,kennedy station,MRTO,8,13,S,SRT,3001,4,1,10,17,1,1.0,23.0,0.0,2.0,1.0,"[0, 0, 6, 1]","[13.0,3001.0,4.0,1.0,10.0,17.0,1.0,1.0,23.0,0.0,2.0,1.0]","[0.325,0.4851277077271258,0.14285714285714285,0.5,0.43478260869565216,0.288135593220339,0.5,0.16666666666666666,0.14935064935064937,0.0,0.6666666666666666,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,13.0,3001.0,4.0,1.0,10.0,17.0,1.0,1.0,23.0,0.0,2.0]","[0.0,0.0,0.03896103896103896,0.5,0.325,0.4851277077271258,0.14285714285714285,0.5,0.43478260869565216,0.288135593220339,0.5,0.16666666666666666,0.14935064935064937,0.0,0.6666666666666666]"
