date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,day_month,month,hour,min,at_station
2023-01-01,02:22:00,Sunday,museum station,MUPAA,3,9,S,YU,5931,1,1,2,22,1
2023-01-01,08:02:00,Sunday,vaughan mc station,TUNOA,6,12,S,YU,5451,1,1,8,2,1
2023-01-01,08:11:00,Sunday,greenwood station,MUNOA,5,10,E,BD,0,1,1,8,11,1
2023-01-01,08:15:00,Sunday,keele station,TUNOA,5,10,W,BD,0,1,1,8,15,1
2023-01-01,08:16:00,Sunday,greenwood station,TUNOA,5,10,E,BD,0,1,1,8,16,1
2023-01-01,08:19:00,Sunday,donlands station,TUNOA,4,8,W,BD,0,1,1,8,19,1
2023-01-01,08:21:00,Sunday,greenwood station,TUNOA,5,10,E,BD,0,1,1,8,21,1
2023-01-01,08:24:00,Sunday,eglinton station,SUG,6,12,S,YU,5771,1,1,8,24,1
2023-01-01,08:31:00,Sunday,greenwood station,TUNOA,4,8,E,BD,0,1,1,8,31,1
2023-01-01,08:38:00,Sunday,eglinton station,TUNOA,6,12,N,YU,6131,1,1,8,38,1
2023-01-01,08:44:00,Sunday,sheppard west station,TUNOA,6,12,N,YU,5851,1,1,8,44,1
2023-01-01,10:54:00,Sunday,eglinton station,PUSRA,4,8,S,YU,5851,1,1,10,54,1
2023-01-01,11:54:00,Sunday,donlands station,TUNIP,3,7,W,BD,5077,1,1,11,54,1
2023-01-01,14:39:00,Sunday,davisville station,SUDP,4,8,N,YU,5546,1,1,14,39,1
2023-01-01,15:55:00,Sunday,pioneer village  station,MUSAN,5,9,S,YU,5636,1,1,15,55,1
2023-01-01,16:13:00,Sunday,sheppard west station,SUDP,6,10,S,YU,5451,1,1,16,13,1
2023-01-01,17:27:00,Sunday,greenwood station,SUDP,9,13,W,BD,5371,1,1,17,27,1
2023-01-01,18:59:00,Sunday,st george station,MUPAA,5,10,N,YU,5851,1,1,18,59,1
2023-01-01,19:30:00,Sunday,bathurst station,SUSP,5,9,W,BD,5371,1,1,19,30,1
2023-01-01,20:37:00,Sunday,bloor yonge station,SUDP,3,8,E,BD,5056,1,1,20,37,1
2023-01-01,21:57:00,Sunday,kennedy station,EUVA,6,12,W,BD,5141,1,1,21,57,1
2023-01-01,22:19:00,Sunday,union station,SUDP,14,20,N,YU,6086,1,1,22,19,1
2023-01-01,23:19:00,Sunday,kipling station,MUIR,6,12,E,BD,5135,1,1,23,19,1
2023-01-02,22:43:00,Monday,mccowan station,ERPR,10,15,N,SRT,3003,2,1,22,43,1
2023-01-02,02:30:00,Monday,highway 407 station,SUDP,12,18,N,YU,5526,2,1,2,30,1
2023-01-02,09:26:00,Monday,islington station,MUPAA,3,7,W,BD,5031,2,1,9,26,1
2023-01-02,09:49:00,Monday,wilson station,TUNIP,5,9,S,YU,5636,2,1,9,49,1
2023-01-02,10:18:00,Monday,eglinton station,SUDP,3,9,S,YU,5556,2,1,10,18,1
2023-01-02,12:02:00,Monday,eglinton west station,SUO,5,9,N,YU,5456,2,1,12,2,1
2023-01-02,13:16:00,Monday,museum station,SUDP,13,17,S,YU,5816,2,1,13,16,1
2023-01-02,14:36:00,Monday,kipling station,MUTO,6,10,E,BD,5142,2,1,14,36,1
2023-01-02,15:43:00,Monday,bloor yonge station,MUPAA,3,7,S,YU,5556,2,1,15,43,1
2023-01-02,16:31:00,Monday,warden station,PUSNT,5,9,E,BD,5135,2,1,16,31,1
2023-01-02,17:18:00,Monday,finch station,MUSAN,4,8,S,YU,5501,2,1,17,18,1
2023-01-02,17:54:00,Monday,christie station,MUIRS,6,11,E,BD,5135,2,1,17,54,1
2023-01-02,19:35:00,Monday,college station,MUPAA,3,9,N,YU,5516,2,1,19,35,1
2023-01-02,19:54:00,Monday,kennedy station,TUMVS,5,10,E,BD,5341,2,1,19,54,1
2023-01-02,20:42:00,Monday,spadina station,SUUT,6,11,E,BD,5323,2,1,20,42,1
2023-01-02,21:01:00,Monday,queen station,MUSAN,6,12,S,YU,5756,2,1,21,1,1
2023-01-02,21:26:00,Monday,summerhill station,SUDP,4,10,N,YU,6136,2,1,21,26,1
2023-01-02,21:40:00,Monday,royal york station,PUSTS,3,8,E,BD,5139,2,1,21,40,1
2023-01-02,23:45:00,Monday,bloor yonge station,SUAP,14,20,S,YU,5536,2,1,23,45,1
2023-01-02,00:57:00,Monday,dufferin station,SUUT,14,20,E,BD,5102,2,1,0,57,1
2023-01-03,15:32:00,Tuesday,lawrence east station,TRTC,5,10,S,SRT,3012,3,1,15,32,1
2023-01-03,06:17:00,Tuesday,kennedy station,EUDO,5,10,W,BD,5116,3,1,6,17,1
2023-01-03,06:17:00,Tuesday,downsview park station,MUATC,12,18,N,YU,5466,3,1,6,17,1
2023-01-03,06:42:00,Tuesday,north york centre station,PUOPO,3,6,S,YU,5736,3,1,6,42,1
2023-01-03,06:48:00,Tuesday,sheppard yonge station,PUOPO,5,8,S,YU,5736,3,1,6,48,1
2023-01-03,06:48:00,Tuesday,north york centre station,PUOPO,5,8,S,YU,5741,3,1,6,48,1
2023-01-03,09:42:00,Tuesday,dundas station,EUNT,6,9,S,YU,5796,3,1,9,42,1
2023-01-03,12:43:00,Tuesday,eglinton station,SUDP,5,8,S,YU,5786,3,1,12,43,1
2023-01-03,15:16:00,Tuesday,vaughan mc station,MUI,3,6,S,YU,6106,3,1,15,16,1
2023-01-03,15:50:00,Tuesday,eglinton station,EUDO,3,6,S,YU,5641,3,1,15,50,1
2023-01-03,17:23:00,Tuesday,north york centre station,PUOPO,5,8,S,YU,5886,3,1,17,23,1
2023-01-03,17:30:00,Tuesday,coxwell station,EUME,5,8,E,BD,5010,3,1,17,30,1
2023-01-03,17:30:00,Tuesday,sheppard yonge station,PUOPO,3,6,S,YU,5886,3,1,17,30,1
2023-01-03,17:54:00,Tuesday,eglinton station,MUIR,3,6,N,YU,5866,3,1,17,54,1
2023-01-03,17:56:00,Tuesday,runnymede station,MUIR,5,8,W,BD,5351,3,1,17,56,1
2023-01-03,18:10:00,Tuesday,castle frank station,SUDP,3,6,W,BD,5158,3,1,18,10,1
2023-01-03,18:54:00,Tuesday,dundas west station,MUI,15,18,W,BD,5348,3,1,18,54,1
2023-01-03,18:57:00,Tuesday,sheppard yonge station,MUATC,6,9,S,YU,5406,3,1,18,57,1
2023-01-03,19:14:00,Tuesday,union station,MUIR,15,18,N,YU,5506,3,1,19,14,1
2023-01-03,19:41:00,Tuesday,highway 407 station,MUATC,5,8,S,YU,5866,3,1,19,41,1
2023-01-03,20:28:00,Tuesday,eglinton station,TUO,4,7,S,YU,5406,3,1,20,28,1
2023-01-03,22:28:00,Tuesday,bloor yonge station,SUAP,3,7,E,BD,5142,3,1,22,28,1
2023-01-03,23:24:00,Tuesday,osgoode station,PUOPO,5,10,S,YU,6136,3,1,23,24,1
2023-01-04,09:11:00,Wednesday,kennedy station,ERTC,7,12,S,SRT,3001,4,1,9,11,1
2023-01-04,10:17:00,Wednesday,kennedy station,MRTO,8,13,S,SRT,3001,4,1,10,17,1
2023-01-04,19:11:00,Wednesday,scarborough centre station,MRD,6,11,N,SRT,3009,4,1,19,11,1
2023-01-04,06:43:00,Wednesday,greenwood station,EUNT,3,6,E,BD,5161,4,1,6,43,1
2023-01-04,07:07:00,Wednesday,islington station,MUDD,6,9,W,BD,5139,4,1,7,7,1
2023-01-04,07:32:00,Wednesday,dufferin station,SUDP,3,6,E,BD,5286,4,1,7,32,1
2023-01-04,07:39:00,Wednesday,chester station,MUTO,8,11,W,BD,5031,4,1,7,39,1
2023-01-04,09:20:00,Wednesday,bloor yonge station,MUO,4,7,E,BD,5358,4,1,9,20,1
2023-01-04,10:29:00,Wednesday,osgoode station,SUDP,4,7,S,YU,6086,4,1,10,29,1
2023-01-04,12:22:00,Wednesday,pape station,MUIR,6,9,E,YU,5128,4,1,12,22,1
2023-01-04,13:26:00,Wednesday,sheppard yonge station,SUDP,4,7,N,YU,5861,4,1,13,26,1
2023-01-04,13:31:00,Wednesday,pape station,SUDP,14,17,E,BD,5161,4,1,13,31,1
2023-01-04,13:38:00,Wednesday,york mills station,SUDP,18,21,S,YU,5556,4,1,13,38,1
2023-01-04,15:04:00,Wednesday,college station,MUPAA,3,6,N,YU,5776,4,1,15,4,1
2023-01-04,15:08:00,Wednesday,queen station,SUUT,7,10,S,YU,5811,4,1,15,8,1
2023-01-04,15:35:00,Wednesday,christie station,SUDP,5,8,E,BD,5066,4,1,15,35,1
2023-01-04,16:44:00,Wednesday,woodbine station,EUDO,5,8,W,BD,5010,4,1,16,44,1
2023-01-04,16:46:00,Wednesday,kipling station,MUDD,3,6,E,BD,5195,4,1,16,46,1
2023-01-04,17:16:00,Wednesday,broadview station,EUDO,3,6,E,BD,5195,4,1,17,16,1
2023-01-04,17:36:00,Wednesday,lawrence west station,MUATC,17,20,N,YU,5481,4,1,17,36,1
2023-01-04,17:45:00,Wednesday,spadina station,SUDP,5,8,W,BD,5360,4,1,17,45,1
2023-01-04,17:46:00,Wednesday,eglinton station,MUI,10,13,S,YU,5561,4,1,17,46,1
2023-01-04,18:46:00,Wednesday,spadina station,SUUT,27,30,E,BD,5012,4,1,18,46,1
2023-01-04,18:52:00,Wednesday,spadina station,SUUT,24,27,S,BD,5411,4,1,18,52,1
2023-01-04,20:24:00,Wednesday,bloor yonge station,MUPAA,4,7,N,YU,5646,4,1,20,24,1
2023-01-04,20:48:00,Wednesday,museum station,SUEAS,9,12,S,YU,6131,4,1,20,48,1
2023-01-04,21:26:00,Wednesday,kennedy station,EUO,4,8,W,BD,5211,4,1,21,26,1
2023-01-04,21:32:00,Wednesday,warden station,SUDP,3,6,E,BD,5190,4,1,21,32,1
2023-01-04,21:52:00,Wednesday,st clair station,EUOE,5,10,S,YU,5701,4,1,21,52,1
2023-01-04,21:55:00,Wednesday,queen station,SUUT,6,9,S,YU,5901,4,1,21,55,1
2023-01-04,00:07:00,Wednesday,lansdowne station,SUDP,8,13,E,BD,5161,4,1,0,7,1
2023-01-04,00:40:00,Wednesday,museum station,MUPAA,6,11,S,YU,5486,4,1,0,40,1
2023-01-04,12:40:00,Wednesday,bayview station,MUSAN,5,10,E,SHP,6156,4,1,12,40,1
2023-01-05,09:59:00,Thursday,kennedy station,ERCD,10,15,S,SRT,3026,5,1,9,59,1
2023-01-05,16:44:00,Thursday,midland station,ERTC,15,20,S,SRT,3004,5,1,16,44,1
2023-01-05,04:47:00,Thursday,donlands station,PUTWZ,3,6,E,BD,5085,5,1,4,47,1
2023-01-05,20:13:00,Thursday,lawrence east station,ERDO,5,10,N,SRT,3023,5,1,20,13,1
2023-01-05,05:02:00,Thursday,lawrence station,PUSAC,4,0,S,YU,5506,5,1,5,2,1
2023-01-05,06:24:00,Thursday,royal york station,PUSTS,6,9,W,BD,5062,5,1,6,24,1
2023-01-05,07:50:00,Thursday,st patrick station,MUO,3,5,S,YU,5621,5,1,7,50,1
2023-01-05,10:49:00,Thursday,islington station,PUSTC,6,9,E,BD,5025,5,1,10,49,1
2023-01-05,11:33:00,Thursday,dupont station,SUDP,4,7,S,YU,5525,5,1,11,33,1
2023-01-05,12:26:00,Thursday,yorkdale station,PUOPO,6,9,N,YU,5436,5,1,12,26,1
2023-01-05,12:36:00,Thursday,wilson station,PUOPO,3,6,N,YU,5436,5,1,12,36,1
2023-01-05,13:02:00,Thursday,coxwell station,TUNIP,3,6,E,BD,5128,5,1,13,2,1
2023-01-05,13:13:00,Thursday,islington station,SUDP,3,6,E,BD,5203,5,1,13,13,1
2023-01-05,14:02:00,Thursday,museum station,MUPAA,3,6,N,YU,6081,5,1,14,2,1
2023-01-05,15:03:00,Thursday,main street station,EUNT,3,6,E,BD,5025,5,1,15,3,1
2023-01-05,16:10:00,Thursday,christie station,SUDP,4,7,E,BD,5324,5,1,16,10,1
2023-01-05,19:20:00,Thursday,kennedy station,SUDP,4,8,W,BD,5178,5,1,19,20,1
2023-01-05,19:45:00,Thursday,lawrence station,SUDP,6,9,N,YU,5421,5,1,19,45,1
2023-01-05,20:12:00,Thursday,eglinton station,MUATC,5,8,S,YU,5481,5,1,20,12,1
2023-01-05,20:16:00,Thursday,lawrence station,SUDP,6,9,S,YU,0,5,1,20,16,1
2023-01-05,23:09:00,Thursday,kennedy station,MUI,4,8,E,BD,5318,5,1,23,9,1
2023-01-05,23:14:00,Thursday,union station,SUDP,7,12,N,YU,6126,5,1,23,14,1
2023-01-05,01:21:00,Thursday,royal york station,PUTSC,5,10,W,BD,5358,5,1,1,21,1
2023-01-05,01:38:00,Thursday,kipling station,PUSTC,6,11,E,BD,5032,5,1,1,38,1
2023-01-06,10:49:00,Friday,midland station,ERDO,3,8,S,SRT,0,6,1,10,49,1
2023-01-06,11:05:00,Friday,lawrence east station,MRTO,11,16,N,SRT,3007,6,1,11,5,1
2023-01-06,14:42:00,Friday,mccowan station,TRO,5,10,unknown,SRT,3016,6,1,14,42,1
2023-01-06,06:39:00,Friday,eglinton west station,MUIR,6,9,N,YU,5636,6,1,6,39,1
2023-01-06,16:15:00,Friday,midland station,ERDO,3,8,N,SRT,3012,6,1,16,15,1
2023-01-06,07:10:00,Friday,finch station,EUBK,3,6,S,YU,5761,6,1,7,10,1
2023-01-06,09:19:00,Friday,lawrence station,EUDO,7,10,S,YU,5666,6,1,9,19,1
2023-01-06,10:06:00,Friday,warden station,SUUT,13,16,W,BD,5297,6,1,10,6,1
2023-01-06,10:24:00,Friday,sheppard yonge station,MUPAA,3,6,N,YU,5466,6,1,10,24,1
2023-01-06,10:43:00,Friday,dufferin station,SUDP,8,11,E,BD,5170,6,1,10,43,1
2023-01-06,11:24:00,Friday,kennedy station,SUO,3,6,W,BD,5195,6,1,11,24,1
2023-01-06,11:51:00,Friday,union station,SUUT,13,16,N,YU,6011,6,1,11,51,1
2023-01-06,14:15:00,Friday,kipling station,MUIR,3,6,E,BD,5029,6,1,14,15,1
2023-01-06,15:45:00,Friday,glencairn station,PUOPO,6,8,S,YU,6061,6,1,15,45,1
2023-01-06,15:53:00,Friday,eglinton west station,PUOPO,3,5,S,YU,6061,6,1,15,53,1
2023-01-06,16:58:00,Friday,downsview park station,SUAP,16,20,N,YU,5931,6,1,16,58,1
2023-01-06,17:16:00,Friday,eglinton station,PUOPO,3,6,S,YU,5581,6,1,17,16,1
2023-01-06,17:45:00,Friday,ossington station,MUDD,14,17,E,BD,5122,6,1,17,45,1
2023-01-06,18:07:00,Friday,pioneer village  station,SUAP,38,40,N,YU,5741,6,1,18,7,1
2023-01-06,18:18:00,Friday,sheppard west station,MUIR,8,10,N,YU,5581,6,1,18,18,1
2023-01-06,18:57:00,Friday,st george station,MUPAA,4,6,S,YU,6111,6,1,18,57,1
2023-01-06,19:52:00,Friday,sheppard west station,SUUT,4,7,N,YU,5541,6,1,19,52,1
2023-01-06,19:57:00,Friday,osgoode station,MUATC,9,12,S,YU,5606,6,1,19,57,1
2023-01-06,22:28:00,Friday,keele station,SUO,7,11,W,BD,5313,6,1,22,28,1
2023-01-07,06:02:00,Saturday,queen station,SUDP,19,25,S,YU,5436,7,1,6,2,1
2023-01-07,09:08:00,Saturday,kennedy station,MUI,5,10,W,BD,5084,7,1,9,8,1
2023-01-07,09:33:00,Saturday,finch station,MUPAA,6,12,S,YU,5981,7,1,9,33,1
2023-01-07,09:35:00,Saturday,finch station,MUIR,6,12,S,YU,5981,7,1,9,35,1
2023-01-07,15:58:00,Saturday,sheppard west station,MUATC,4,8,S,YU,5926,7,1,15,58,1
2023-01-07,16:39:00,Saturday,spadina station,SUUT,12,16,E,BD,5103,7,1,16,39,1
2023-01-07,17:06:00,Saturday,college station,PUOPO,5,9,S,YU,5861,7,1,17,6,1
2023-01-07,17:09:00,Saturday,college station,PUOPO,4,8,N,YU,6136,7,1,17,9,1
2023-01-07,17:42:00,Saturday,bloor yonge station,MUI,19,23,N,YU,5561,7,1,17,42,1
2023-01-07,19:31:00,Saturday,college station,SUO,19,24,S,YU,5601,7,1,19,31,1
2023-01-07,19:56:00,Saturday,vaughan mc station,TUO,6,11,N,YU,5381,7,1,19,56,1
2023-01-07,20:12:00,Saturday,st patrick station,SUO,22,27,S,YU,5776,7,1,20,12,1
2023-01-07,20:45:00,Saturday,union station,MUIR,6,11,N,YU,5721,7,1,20,45,1
2023-01-07,20:00:00,Saturday,don mills station,MUSC,5,10,W,SHP,6141,7,1,20,0,1
2023-01-08,08:05:00,Sunday,keele station,SUG,5,10,W,BD,5279,8,1,8,5,1
2023-01-08,08:18:00,Sunday,jane station,SUO,9,14,E,BD,5062,8,1,8,18,1
2023-01-08,08:44:00,Sunday,finch station,MUATC,6,12,S,YU,5721,8,1,8,44,1
2023-01-08,10:11:00,Sunday,kipling station,SUUT,11,15,W,BD,5035,8,1,10,11,1
2023-01-08,10:23:00,Sunday,eglinton station,EUNT,4,8,N,YU,5741,8,1,10,23,1
2023-01-08,10:29:00,Sunday,spadina station,SUDP,5,9,N,YU,5396,8,1,10,29,1
2023-01-08,11:35:00,Sunday,pioneer village  station,MUI,5,9,N,YU,5546,8,1,11,35,1
2023-01-08,12:59:00,Sunday,dundas station,EUVA,4,8,S,YU,5396,8,1,12,59,1
2023-01-08,13:13:00,Sunday,st clair station,MUIR,13,17,N,YU,5736,8,1,13,13,1
2023-01-08,13:25:00,Sunday,wilson station,MUI,8,12,S,YU,5626,8,1,13,25,1
2023-01-08,14:03:00,Sunday,kipling station,EUBO,4,8,E,BD,5163,8,1,14,3,1
2023-01-08,16:29:00,Sunday,bathurst station,SUO,17,21,W,BD,5042,8,1,16,29,1
2023-01-08,17:29:00,Sunday,sheppard west station,PUOPO,4,8,S,YU,5711,8,1,17,29,1
2023-01-08,17:40:00,Sunday,sherbourne station,MUI,19,24,W,BD,5079,8,1,17,40,1
2023-01-08,18:31:00,Sunday,christie station,TUMVS,10,14,E,BD,5157,8,1,18,31,1
2023-01-08,21:15:00,Sunday,st patrick station,MUIR,11,17,N,YU,5811,8,1,21,15,1
2023-01-08,22:55:00,Sunday,coxwell station,MUPAA,3,9,E,BD,5046,8,1,22,55,1
2023-01-08,01:50:00,Sunday,queens park station,SUDP,5,11,N,YU,6106,8,1,1,50,1
2023-01-08,02:35:00,Sunday,sheppard yonge station,TUMVS,5,10,W,SHP,6146,8,1,2,35,1
2023-01-09,05:53:00,Monday,finch station,EUDO,4,8,S,YU,5546,9,1,5,53,1
2023-01-09,06:03:00,Monday,eglinton station,PUOPO,3,7,N,YU,6061,9,1,6,3,1
2023-01-09,06:07:00,Monday,lawrence station,PUOPO,5,9,N,YU,6061,9,1,6,7,1
2023-01-09,07:00:00,Monday,wilson station,MUATC,3,6,S,YU,5401,9,1,7,0,1
2023-01-09,07:21:00,Monday,lawrence station,MUIE,7,9,S,YU,6121,9,1,7,21,1
2023-01-09,07:48:00,Monday,coxwell station,SUO,3,6,E,BD,5201,9,1,7,48,1
2023-01-09,07:52:00,Monday,sheppard west station,SUUT,28,30,N,YU,5721,9,1,7,52,1
2023-01-09,08:28:00,Monday,downsview park station,MUPAA,5,7,S,YU,5591,9,1,8,28,1
2023-01-09,08:54:00,Monday,york mills station,PUOPO,5,7,S,YU,5511,9,1,8,54,1
2023-01-09,09:27:00,Monday,bloor yonge station,MUIR,4,7,W,BD,5178,9,1,9,27,1
2023-01-09,10:54:00,Monday,wilson station,MUATC,10,13,N,YU,6126,9,1,10,54,1
2023-01-09,11:27:00,Monday,bathurst station,TUO,4,7,E,BD,5003,9,1,11,27,1
2023-01-09,12:14:00,Monday,ossington station,MUDD,3,6,E,BD,5322,9,1,12,14,1
2023-01-09,12:17:00,Monday,st george station,MUPAA,4,7,W,BD,5035,9,1,12,17,1
2023-01-09,12:27:00,Monday,vaughan mc station,SUO,15,18,S,YU,5421,9,1,12,27,1
2023-01-09,13:01:00,Monday,vaughan mc station,MUIR,3,6,S,YU,5556,9,1,13,1,1
2023-01-09,14:58:00,Monday,jane station,MUTO,4,7,W,BD,5178,9,1,14,58,1
2023-01-09,15:48:00,Monday,davisville station,EUOE,4,8,S,YU,5686,9,1,15,48,1
2023-01-09,16:43:00,Monday,kipling station,MUSAN,3,6,E,BD,5004,9,1,16,43,1
2023-01-09,17:08:00,Monday,union station,SUUT,12,15,S,YU,6131,9,1,17,8,1
2023-01-09,17:15:00,Monday,st patrick station,SUAP,20,23,N,YU,5566,9,1,17,15,1
2023-01-09,17:52:00,Monday,kennedy station,MUTO,3,6,W,BD,5020,9,1,17,52,1
2023-01-09,18:34:00,Monday,spadina station,MUI,7,10,W,BD,5366,9,1,18,34,1
2023-01-09,18:49:00,Monday,kennedy station,MUTO,4,8,W,BD,5174,9,1,18,49,1
2023-01-09,19:06:00,Monday,highway 407 station,MUATC,4,8,S,YU,5476,9,1,19,6,1
2023-01-09,19:19:00,Monday,highway 407 station,MUATC,5,8,S,YU,5571,9,1,19,19,1
2023-01-09,21:07:00,Monday,dundas station,SUUT,4,7,N,YU,5386,9,1,21,7,1
2023-01-09,22:33:00,Monday,sheppard west station,TUCC,10,15,S,YU,5446,9,1,22,33,1
2023-01-09,23:05:00,Monday,queen station,SUUT,12,17,N,YU,5951,9,1,23,5,1
2023-01-09,23:52:00,Monday,spadina station,SUO,13,18,E,BD,5278,9,1,23,52,1
2023-01-09,23:53:00,Monday,spadina station,SUDP,13,18,N,YU,5966,9,1,23,53,1
2023-01-09,23:57:00,Monday,st clair station,MUO,4,9,unknown,YU,0,9,1,23,57,1
2023-01-09,00:01:00,Monday,summerhill station,SUDP,6,11,S,YU,5481,9,1,0,1,1
2023-01-09,00:53:00,Monday,royal york station,MUO,5,9,W,BD,5212,9,1,0,53,1
2023-01-09,15:13:00,Monday,don mills station,PUSTS,3,8,W,SHP,6186,9,1,15,13,1
2023-01-09,23:02:00,Monday,don mills station,PUSTS,3,8,W,SHP,6166,9,1,23,2,1
2023-01-10,06:25:00,Tuesday,victoria park station,MUDD,5,8,W,BD,5079,10,1,6,25,1
2023-01-10,10:52:00,Tuesday,high park station,MUPR1,3,6,W,BD,5060,10,1,10,52,1
2023-01-10,12:03:00,Tuesday,wellesley station,MUIR,12,15,N,YU,5631,10,1,12,3,1
2023-01-10,13:35:00,Tuesday,sheppard yonge station,SUDP,6,9,S,YU,5751,10,1,13,35,1
2023-01-10,14:26:00,Tuesday,st clair west station,MUIR,6,9,N,YU,5981,10,1,14,26,1
2023-01-10,14:41:00,Tuesday,finch west station,PUSAC,4,8,N,YU,5751,10,1,14,41,1
2023-01-10,14:52:00,Tuesday,queens park station,SUDP,3,6,S,YU,5701,10,1,14,52,1
2023-01-10,15:35:00,Tuesday,sheppard west station,MUI,19,22,S,YU,5801,10,1,15,35,1
2023-01-10,16:03:00,Tuesday,finch station,MUATC,3,6,S,YU,5406,10,1,16,3,1
2023-01-10,16:24:00,Tuesday,highway 407 station,PUSRA,4,8,S,YU,5556,10,1,16,24,1
2023-01-10,17:23:00,Tuesday,bloor yonge station,MUPAA,4,8,N,YU,5926,10,1,17,23,1
2023-01-10,17:38:00,Tuesday,rosedale station,TUO,11,14,N,YU,5526,10,1,17,38,1
2023-01-10,18:35:00,Tuesday,broadview station,TUMVS,4,8,W,BD,5364,10,1,18,35,1
2023-01-10,18:49:00,Tuesday,woodbine station,SUDP,20,24,E,BD,5029,10,1,18,49,1
2023-01-10,19:52:00,Tuesday,st george station,SUDP,5,9,W,BD,5360,10,1,19,52,1
2023-01-10,20:37:00,Tuesday,victoria park station,SUDP,6,10,E,BD,5139,10,1,20,37,1
2023-01-10,20:51:00,Tuesday,lawrence station,MUI,6,9,N,YU,5606,10,1,20,51,1
2023-01-10,23:13:00,Tuesday,pioneer village  station,MUPAA,3,8,N,YU,5381,10,1,23,13,1
2023-01-10,00:24:00,Tuesday,keele station,EUDO,4,8,E,BD,5084,10,1,0,24,1
2023-01-10,21:53:00,Tuesday,bessarion station,MUPAA,4,10,W,SHP,6141,10,1,21,53,1
2023-01-10,22:47:00,Tuesday,don mills station,PUSTS,5,10,unknown,SHP,6171,10,1,22,47,1
2023-01-11,19:45:00,Wednesday,lawrence east station,ERTC,15,20,N,SRT,3000,11,1,19,45,1
2023-01-11,06:25:00,Wednesday,sheppard west station,EUBO,5,10,N,YU,5381,11,1,6,25,1
2023-01-11,06:58:00,Wednesday,highway 407 station,MUPAA,3,7,N,YU,5771,11,1,6,58,1
2023-01-11,09:25:00,Wednesday,bloor yonge station,SUDP,4,7,S,YU,5686,11,1,9,25,1
2023-01-11,11:24:00,Wednesday,dundas station,PUTDN,5,8,S,YU,5396,11,1,11,24,1
2023-01-11,11:39:00,Wednesday,osgoode station,TUATC,3,6,N,YU,5396,11,1,11,39,1
2023-01-11,12:06:00,Wednesday,sheppard yonge station,SUUT,21,24,S,YU,5781,11,1,12,6,1
2023-01-11,12:12:00,Wednesday,highway 407 station,MUPAA,7,10,S,YU,5611,11,1,12,12,1
2023-01-11,14:28:00,Wednesday,islington station,SUUT,16,19,W,BD,5178,11,1,14,28,1
2023-01-11,15:17:00,Wednesday,dupont station,TUOS,9,12,N,YU,5686,11,1,15,17,1
2023-01-11,16:11:00,Wednesday,downsview park station,MUATC,5,8,S,YU,5681,11,1,16,11,1
2023-01-11,16:19:00,Wednesday,bathurst station,SUUT,4,7,E,BD,5103,11,1,16,19,1
2023-01-11,16:37:00,Wednesday,bay station,SUDP,3,6,W,BD,5112,11,1,16,37,1
2023-01-11,16:48:00,Wednesday,broadview station,SUDP,3,6,E,BD,5129,11,1,16,48,1
2023-01-11,16:50:00,Wednesday,ossington station,SUDP,6,9,W,BD,5065,11,1,16,50,1
2023-01-11,16:51:00,Wednesday,ossington station,TUCC,10,13,E,BD,5046,11,1,16,51,1
2023-01-11,16:56:00,Wednesday,wilson station,EUYRD,3,6,S,YU,5826,11,1,16,56,1
2023-01-11,17:41:00,Wednesday,davisville station,EUO,6,10,S,YU,5906,11,1,17,41,1
2023-01-11,18:22:00,Wednesday,queen station,MUPAA,7,10,S,YU,5436,11,1,18,22,1
2023-01-11,18:38:00,Wednesday,eglinton station,EUNT,3,6,S,YU,5821,11,1,18,38,1
2023-01-11,21:23:00,Wednesday,dundas station,SUDP,5,10,N,YU,5391,11,1,21,23,1
2023-01-11,23:50:00,Wednesday,warden station,MUIR,8,12,W,BD,5256,11,1,23,50,1
2023-01-11,01:25:00,Wednesday,yorkdale station,EUDO,18,23,N,YU,5621,11,1,1,25,1
2023-01-11,17:19:00,Wednesday,don mills station,PUOPO,5,10,W,SHP,6171,11,1,17,19,1
2023-01-12,08:07:00,Thursday,mccowan station,MRTO,7,12,S,SRT,3004,12,1,8,7,1
2023-01-12,06:15:00,Thursday,jane station,MUPAA,4,9,W,BD,5203,12,1,6,15,1
2023-01-12,08:44:00,Thursday,keele station,SUUT,21,24,W,BD,5161,12,1,8,44,1
2023-01-12,11:59:00,Thursday,jane station,SUUT,3,6,E,BD,5042,12,1,11,59,1
2023-01-12,12:05:00,Thursday,st george station,SUDP,4,7,N,YU,5886,12,1,12,5,1
2023-01-12,13:04:00,Thursday,wilson station,MUIE,3,6,N,YU,6046,12,1,13,4,1
2023-01-12,14:11:00,Thursday,warden station,SUDP,3,6,E,BD,5304,12,1,14,11,1
2023-01-12,14:47:00,Thursday,woodbine station,SUDP,5,8,W,BD,5006,12,1,14,47,1
2023-01-12,15:45:00,Thursday,wellesley station,SUDP,31,34,S,YU,5586,12,1,15,45,1
2023-01-12,15:48:00,Thursday,kennedy station,SUDP,8,11,E,BD,5168,12,1,15,48,1
2023-01-12,17:09:00,Thursday,st clair station,SUDP,8,11,S,YU,5886,12,1,17,9,1
2023-01-12,17:21:00,Thursday,bay station,SUAP,7,10,E,BD,5248,12,1,17,21,1
2023-01-12,17:34:00,Thursday,bloor yonge station,MUPAA,3,6,S,YU,5976,12,1,17,34,1
