date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,day_month,month,hour,min,at_station
2023-06-24,19:22:00,Saturday,islington station,MUPAA,3,8,W,BD,5204,24,6,19,22,1
2023-06-24,19:36:00,Saturday,kipling station,MUSAN,5,10,E,BD,5053,24,6,19,36,1
2023-06-24,19:55:00,Saturday,chester station,SUDP,6,11,E,BD,5180,24,6,19,55,1
2023-06-24,20:03:00,Saturday,sherbourne station,MUPAA,3,8,E,BD,5249,24,6,20,3,1
2023-06-24,20:32:00,Saturday,chester station,SUDP,3,8,E,BD,5025,24,6,20,32,1
2023-06-24,20:40:00,Saturday,kipling station,MUI,5,10,E,BD,5119,24,6,20,40,1
2023-06-24,22:03:00,Saturday,downsview park station,PUOPO,6,12,N,YU,5936,24,6,22,3,1
2023-06-24,23:06:00,Saturday,bloor yonge station,MUDD,18,24,E,BD,5168,24,6,23,6,1
2023-06-24,23:13:00,Saturday,st patrick station,SUO,5,11,S,YU,5716,24,6,23,13,1
2023-06-24,23:50:00,Saturday,davisville station,MUIR,4,10,N,YU,5821,24,6,23,50,1
2023-06-24,00:51:00,Saturday,downsview park station,PUOPO,10,16,N,YU,5936,24,6,0,51,1
2023-06-24,08:04:00,Saturday,bayview station,MUDD,3,10,E,SHP,6146,24,6,8,4,1
2023-06-24,21:35:00,Saturday,bessarion station,MUIR,5,12,W,SHP,6171,24,6,21,35,1
2023-06-25,00:22:00,Sunday,kennedy station,MRTO,7,14,N,SRT,3009,25,6,0,22,1
2023-06-25,09:19:00,Sunday,victoria park station,MUPF,4,8,W,BD,5213,25,6,9,19,1
2023-06-25,09:49:00,Sunday,bay station,SUDP,4,8,W,BD,5314,25,6,9,49,1
2023-06-25,11:13:00,Sunday,downsview park station,PUOPO,5,9,N,YU,5922,25,6,11,13,1
2023-06-25,11:48:00,Sunday,coxwell station,SUAP,3,7,W,BD,5167,25,6,11,48,1
2023-06-25,11:54:00,Sunday,pape station,SUDP,4,8,W,BD,5167,25,6,11,54,1
2023-06-25,11:58:00,Sunday,queen station,MUIR,5,9,N,YU,5881,25,6,11,58,1
2023-06-25,12:17:00,Sunday,bloor yonge station,MUIR,5,9,N,YU,5691,25,6,12,17,1
2023-06-25,13:15:00,Sunday,coxwell station,MUSC,3,7,E,BD,5098,25,6,13,15,1
2023-06-25,13:47:00,Sunday,rosedale station,MUI,9,13,S,YU,5846,25,6,13,47,1
2023-06-25,14:06:00,Sunday,bloor yonge station,SUDP,5,9,S,YU,5996,25,6,14,6,1
2023-06-25,14:38:00,Sunday,st clair station,PUSCR,4,8,N,YU,5556,25,6,14,38,1
2023-06-25,15:35:00,Sunday,warden station,PUSTS,3,7,E,BD,5306,25,6,15,35,1
2023-06-25,16:18:00,Sunday,bloor yonge station,MUPAA,4,8,N,YU,5756,25,6,16,18,1
2023-06-25,16:48:00,Sunday,spadina station,PUOPO,5,9,N,YU,5986,25,6,16,48,1
2023-06-25,17:12:00,Sunday,rosedale station,SUUT,23,27,S,YU,5416,25,6,17,12,1
2023-06-25,17:19:00,Sunday,lawrence station,MUIS,4,4,S,YU,5651,25,6,17,19,1
2023-06-25,18:23:00,Sunday,castle frank station,PUSTC,3,8,E,BD,5306,25,6,18,23,1
2023-06-25,19:30:00,Sunday,yorkdale station,PUOPO,4,8,S,YU,6016,25,6,19,30,1
2023-06-25,19:37:00,Sunday,lawrence west station,PUOPO,4,8,S,YU,6016,25,6,19,37,1
2023-06-25,19:58:00,Sunday,high park station,MUSAN,4,9,W,BD,5038,25,6,19,58,1
2023-06-25,22:24:00,Sunday,sherbourne station,SUUT,14,20,W,BD,5080,25,6,22,24,1
2023-06-25,23:13:00,Sunday,glencairn station,SUAP,5,11,N,YU,6021,25,6,23,13,1
2023-06-25,23:28:00,Sunday,kennedy station,SUDP,5,11,unknown,BD,5122,25,6,23,28,1
2023-06-25,23:47:00,Sunday,woodbine station,MUIR,5,11,E,BD,5041,25,6,23,47,1
2023-06-25,00:07:00,Sunday,downsview park station,PUOPO,5,11,N,YU,5936,25,6,0,7,1
2023-06-25,00:21:00,Sunday,museum station,MUPAA,6,12,N,YU,5571,25,6,0,21,1
2023-06-25,00:33:00,Sunday,finch station,MUATC,6,12,S,YU,0,25,6,0,33,1
2023-06-25,18:28:00,Sunday,bayview station,EUDO,6,13,E,SHP,6146,25,6,18,28,1
2023-06-26,05:43:00,Monday,eglinton station,SUG,5,10,N,YU,5841,26,6,5,43,1
2023-06-26,06:02:00,Monday,mccowan station,MRO,5,10,S,SRT,3010,26,6,6,2,1
2023-06-26,06:11:00,Monday,mccowan station,ERTC,5,10,S,SRT,3026,26,6,6,11,1
2023-06-26,15:17:00,Monday,mccowan station,ERTC,5,10,S,SRT,0,26,6,15,17,1
2023-06-26,07:32:00,Monday,kennedy station,EUDO,3,5,unknown,BD,5006,26,6,7,32,1
2023-06-26,08:25:00,Monday,college station,MUPAA,3,6,N,YU,5736,26,6,8,25,1
2023-06-26,14:04:00,Monday,finch station,MUIR,7,12,S,YU,5486,26,6,14,4,1
2023-06-26,14:34:00,Monday,bloor yonge station,MUI,6,11,S,YU,5731,26,6,14,34,1
2023-06-26,15:19:00,Monday,donlands station,EUME,3,6,W,BD,5313,26,6,15,19,1
2023-06-26,16:04:00,Monday,spadina station,SUDP,20,23,N,YU,5826,26,6,16,4,1
2023-06-26,16:08:00,Monday,spadina station,SUO,24,27,W,BD,5371,26,6,16,8,1
2023-06-26,16:29:00,Monday,ossington station,SUDP,6,9,E,BD,5031,26,6,16,29,1
2023-06-26,16:41:00,Monday,st george station,MUI,15,18,E,BD,5319,26,6,16,41,1
2023-06-26,18:27:00,Monday,downsview park station,EUOPO,3,6,N,YU,5591,26,6,18,27,1
2023-06-26,19:06:00,Monday,dundas station,PUOPO,6,9,S,YU,5511,26,6,19,6,1
2023-06-26,19:27:00,Monday,highway 407 station,MUPAA,4,9,S,YU,6036,26,6,19,27,1
2023-06-26,21:19:00,Monday,union station,PUOPO,5,10,N,YU,5911,26,6,21,19,1
2023-06-26,22:27:00,Monday,bloor yonge station,SUDP,7,14,S,YU,5816,26,6,22,27,1
2023-06-26,01:12:00,Monday,queen station,MUPAA,7,14,N,YU,5666,26,6,1,12,1
2023-06-26,01:48:00,Monday,sheppard west station,SUDP,30,0,S,YU,5821,26,6,1,48,1
2023-06-26,07:26:00,Monday,sheppard yonge station,TUO,3,5,E,SHP,6151,26,6,7,26,1
2023-06-27,05:54:00,Tuesday,mccowan station,ERME,10,15,S,SRT,3020,27,6,5,54,1
2023-06-27,06:07:00,Tuesday,mccowan station,ERME,5,10,S,SRT,3024,27,6,6,7,1
2023-06-27,05:04:00,Tuesday,eglinton station,PUSAC,6,0,S,YU,5786,27,6,5,4,1
2023-06-27,07:59:00,Tuesday,kennedy station,ERTC,5,10,N,SRT,3005,27,6,7,59,1
2023-06-27,06:18:00,Tuesday,king station,PUTDN,24,28,S,YU,6021,27,6,6,18,1
2023-06-27,06:43:00,Tuesday,college station,MUATC,3,6,S,YU,5616,27,6,6,43,1
2023-06-27,08:21:00,Tuesday,eglinton station,SUDP,5,8,S,YU,5946,27,6,8,21,1
2023-06-27,08:41:00,Tuesday,st clair station,MUIR,14,17,N,YU,5401,27,6,8,41,1
2023-06-27,09:43:00,Tuesday,kennedy station,EUDO,4,8,W,BD,5053,27,6,9,43,1
2023-06-27,10:38:00,Tuesday,north york centre station,SUUT,5,8,S,YU,5731,27,6,10,38,1
2023-06-27,15:11:00,Tuesday,bay station,SUDP,5,9,E,BD,5071,27,6,15,11,1
2023-06-27,16:04:00,Tuesday,castle frank station,SUAP,4,7,E,BD,5331,27,6,16,4,1
2023-06-27,16:10:00,Tuesday,college station,MUIRS,3,6,N,YU,5941,27,6,16,10,1
2023-06-27,16:11:00,Tuesday,bloor yonge station,SUG,3,6,W,BD,5043,27,6,16,11,1
2023-06-27,16:27:00,Tuesday,queens park station,SUUT,4,7,N,YU,6066,27,6,16,27,1
2023-06-27,17:04:00,Tuesday,sheppard west station,MUO,3,6,N,YU,6056,27,6,17,4,1
2023-06-27,19:00:00,Tuesday,bay station,MUIRS,6,9,W,BD,5133,27,6,19,0,1
2023-06-27,19:11:00,Tuesday,islington station,TUSC,3,6,W,BD,5131,27,6,19,11,1
2023-06-27,19:34:00,Tuesday,high park station,MUDD,4,9,W,BD,5209,27,6,19,34,1
2023-06-27,21:25:00,Tuesday,victoria park station,SUUT,4,9,E,BD,5163,27,6,21,25,1
2023-06-27,21:30:00,Tuesday,finch station,PUOPO,7,14,S,YU,5896,27,6,21,30,1
2023-06-27,22:05:00,Tuesday,queens park station,SUDP,6,13,N,YU,6056,27,6,22,5,1
2023-06-27,22:24:00,Tuesday,museum station,SUAE,4,11,N,YU,5406,27,6,22,24,1
2023-06-27,22:33:00,Tuesday,st george station,SUAP,4,11,S,YU,5611,27,6,22,33,1
2023-06-27,00:59:00,Tuesday,finch station,TUNIP,7,14,N,YU,5451,27,6,0,59,1
2023-06-28,13:06:00,Wednesday,kennedy station,PRSA,24,31,N,SRT,3008,28,6,13,6,1
2023-06-28,05:51:00,Wednesday,greenwood station,TUNIP,3,6,E,BD,5190,28,6,5,51,1
2023-06-28,06:00:00,Wednesday,kennedy station,MUSAN,2,4,E,BD,5100,28,6,6,0,1
2023-06-28,07:03:00,Wednesday,finch station,EUDO,3,6,S,YU,5981,28,6,7,3,1
2023-06-28,08:28:00,Wednesday,wellesley station,MUPAA,5,8,S,YU,5926,28,6,8,28,1
2023-06-28,09:15:00,Wednesday,lawrence west station,MUATC,4,7,S,YU,5781,28,6,9,15,1
2023-06-28,10:07:00,Wednesday,bloor yonge station,SUAP,4,7,S,YU,5421,28,6,10,7,1
2023-06-28,15:53:00,Wednesday,wilson station,TUNIP,5,8,S,YU,5426,28,6,15,53,1
2023-06-28,16:50:00,Wednesday,kennedy station,MUIR,3,6,E,BD,5165,28,6,16,50,1
2023-06-28,16:51:00,Wednesday,eglinton west station,SUUT,9,12,S,YU,5641,28,6,16,51,1
2023-06-28,17:55:00,Wednesday,christie station,MUIR,7,10,W,BD,5323,28,6,17,55,1
2023-06-28,18:04:00,Wednesday,main street station,MUDD,8,11,E,BD,5058,28,6,18,4,1
2023-06-28,18:17:00,Wednesday,wellesley station,SUUT,17,20,N,YU,5901,28,6,18,17,1
2023-06-28,18:53:00,Wednesday,st patrick station,SUDP,9,14,N,YU,5421,28,6,18,53,1
2023-06-28,18:55:00,Wednesday,donlands station,EUNT,6,9,W,BD,5216,28,6,18,55,1
2023-06-28,19:32:00,Wednesday,st clair west station,SUO,10,15,N,YU,5871,28,6,19,32,1
2023-06-28,19:33:00,Wednesday,main street station,PUSTC,3,8,W,BD,5055,28,6,19,33,1
2023-06-28,21:11:00,Wednesday,jane station,SUDP,3,8,W,BD,5280,28,6,21,11,1
2023-06-28,21:45:00,Wednesday,york mills station,SUO,4,9,S,YU,5871,28,6,21,45,1
2023-06-28,21:51:00,Wednesday,bloor yonge station,MUO,11,16,N,YU,5741,28,6,21,51,1
2023-06-28,21:53:00,Wednesday,jane station,EUBO,5,10,W,BD,5354,28,6,21,53,1
2023-06-28,21:57:00,Wednesday,st george station,MUPAA,5,10,N,YU,5761,28,6,21,57,1
2023-06-28,23:11:00,Wednesday,pioneer village  station,SUDP,9,14,N,YU,5541,28,6,23,11,1
2023-06-29,02:05:00,Thursday,sheppard west station,SUDP,21,28,S,YU,6051,29,6,2,5,1
2023-06-29,05:43:00,Thursday,kipling station,SUG,7,14,E,BD,5321,29,6,5,43,1
2023-06-29,07:26:00,Thursday,lawrence east station,ERTL,3,8,N,SRT,3005,29,6,7,26,1
2023-06-29,06:32:00,Thursday,kipling station,MUSAN,5,10,W,BD,5352,29,6,6,32,1
2023-06-29,08:49:00,Thursday,dufferin station,EUDO,3,5,E,BD,5227,29,6,8,49,1
2023-06-29,09:58:00,Thursday,eglinton west station,SUDP,16,21,S,YU,5846,29,6,9,58,1
2023-06-29,10:29:00,Thursday,highway 407 station,MUATC,4,9,N,YU,5791,29,6,10,29,1
2023-06-29,10:57:00,Thursday,broadview station,SUDP,10,14,E,BD,5368,29,6,10,57,1
2023-06-29,14:46:00,Thursday,castle frank station,MUO,31,34,E,BD,5053,29,6,14,46,1
2023-06-29,15:21:00,Thursday,bloor yonge station,TUSC,7,10,E,BD,5023,29,6,15,21,1
2023-06-29,15:23:00,Thursday,bloor yonge station,MUO,12,15,E,BD,5023,29,6,15,23,1
2023-06-29,15:54:00,Thursday,warden station,SUAE,14,17,E,BD,5023,29,6,15,54,1
2023-06-29,16:34:00,Thursday,college station,MUPAA,10,13,S,YU,5821,29,6,16,34,1
2023-06-29,18:00:00,Thursday,st patrick station,MUI,11,14,N,YU,5646,29,6,18,0,1
2023-06-29,18:21:00,Thursday,royal york station,TUCC,10,13,E,BD,5143,29,6,18,21,1
2023-06-29,19:37:00,Thursday,sheppard yonge station,SUDP,3,6,N,YU,5806,29,6,19,37,1
2023-06-29,19:53:00,Thursday,sheppard west station,SUDP,4,7,N,YU,5776,29,6,19,53,1
2023-06-29,20:11:00,Thursday,summerhill station,SUO,16,20,N,YU,5661,29,6,20,11,1
2023-06-29,21:07:00,Thursday,lansdowne station,SUDP,3,8,E,BD,5028,29,6,21,7,1
2023-06-29,21:32:00,Thursday,vaughan mc station,SUO,23,28,N,YU,6081,29,6,21,32,1
2023-06-29,00:53:00,Thursday,islington station,EUDO,6,12,E,BD,5196,29,6,0,53,1
2023-06-29,13:02:00,Thursday,sheppard yonge station,TUSC,3,10,E,SHP,6176,29,6,13,2,1
2023-06-30,06:06:00,Friday,st patrick station,PUOPO,10,13,S,YU,5381,30,6,6,6,1
2023-06-30,20:00:00,Friday,lawrence east station,ERTC,8,13,S,SRT,0,30,6,20,0,1
2023-06-30,00:15:00,Friday,lawrence east station,ERCD,5,12,S,SRT,3006,30,6,0,15,1
2023-06-30,06:42:00,Friday,eglinton west station,EUDO,11,15,N,YU,5571,30,6,6,42,1
2023-06-30,07:10:00,Friday,kennedy station,MUTO,3,5,W,BD,5304,30,6,7,10,1
2023-06-30,08:04:00,Friday,yorkdale station,PUOPO,5,8,S,YU,5936,30,6,8,4,1
2023-06-30,08:12:00,Friday,yorkdale station,PUOPO,5,8,N,YU,5841,30,6,8,12,1
2023-06-30,08:36:00,Friday,yorkdale station,MUPAA,4,6,N,YU,5621,30,6,8,36,1
2023-06-30,10:22:00,Friday,st andrew station,MUPAA,4,8,N,YU,6131,30,6,10,22,1
2023-06-30,11:31:00,Friday,eglinton station,SUUT,12,17,N,YU,5981,30,6,11,31,1
2023-06-30,14:07:00,Friday,college station,SUDP,7,12,N,YU,5641,30,6,14,7,1
2023-06-30,14:53:00,Friday,bloor yonge station,SUDP,4,9,S,YU,5386,30,6,14,53,1
2023-06-30,16:03:00,Friday,bathurst station,MUIR,9,12,E,BD,5020,30,6,16,3,1
2023-06-30,16:20:00,Friday,bloor yonge station,MUPAA,3,6,S,YU,6101,30,6,16,20,1
2023-06-30,16:28:00,Friday,davisville station,MUPLB,24,27,N,YU,5576,30,6,16,28,1
2023-06-30,17:53:00,Friday,chester station,TUO,3,7,E,BD,5133,30,6,17,53,1
2023-06-30,18:34:00,Friday,st george station,EUAC,7,12,E,BD,5139,30,6,18,34,1
2023-06-30,23:21:00,Friday,bloor yonge station,MUI,5,12,N,YU,5866,30,6,23,21,1
2023-06-30,23:30:00,Friday,rosedale station,MUSAN,4,11,N,YU,5866,30,6,23,30,1
2023-06-30,01:06:00,Friday,runnymede station,SUO,14,22,W,BD,5116,30,6,1,6,1
2023-07-01,10:42:00,Saturday,davisville station,TUMVS,14,18,N,YU,6066,1,7,10,42,1
2023-07-01,13:04:00,Saturday,union station,MUPAA,5,9,S,YU,5971,1,7,13,4,1
2023-07-01,16:08:00,Saturday,finch station,SUDP,16,20,S,YU,5681,1,7,16,8,1
2023-07-01,17:00:00,Saturday,museum station,SUDP,18,22,S,YU,5996,1,7,17,0,1
2023-07-01,17:32:00,Saturday,finch station,MUI,4,8,S,YU,5511,1,7,17,32,1
2023-07-01,17:51:00,Saturday,vaughan mc station,SUO,4,8,S,YU,5831,1,7,17,51,1
2023-07-01,17:52:00,Saturday,greenwood station,EUSC,3,7,W,BD,5304,1,7,17,52,1
2023-07-01,18:01:00,Saturday,finch station,TUNIP,4,8,S,YU,5786,1,7,18,1,1
2023-07-01,18:36:00,Saturday,rosedale station,MUATC,6,10,N,YU,6116,1,7,18,36,1
2023-07-01,21:03:00,Saturday,eglinton west station,SUDP,8,13,N,YU,5801,1,7,21,3,1
2023-07-01,21:08:00,Saturday,warden station,MUI,30,35,E,BD,5289,1,7,21,8,1
2023-07-01,21:14:00,Saturday,north york centre station,MUPAA,3,8,N,YU,6026,1,7,21,14,1
2023-07-01,23:40:00,Saturday,keele station,SUAP,9,15,E,BD,5163,1,7,23,40,1
2023-07-01,20:24:00,Saturday,sheppard yonge station,TUO,13,20,E,SHP,6151,1,7,20,24,1
2023-07-02,20:16:00,Sunday,lawrence east station,ERTC,7,14,S,SRT,3024,2,7,20,16,1
2023-07-02,07:59:00,Sunday,kipling station,SUG,4,8,unknown,BD,5264,2,7,7,59,1
2023-07-02,09:05:00,Sunday,sheppard yonge station,TUS,4,10,N,YU,5531,2,7,9,5,1
2023-07-02,11:21:00,Sunday,yorkdale station,PUOPO,3,7,S,YU,6016,2,7,11,21,1
2023-07-02,15:24:00,Sunday,eglinton west station,MUI,16,20,N,YU,5531,2,7,15,24,1
2023-07-02,18:29:00,Sunday,dundas west station,SUAP,4,9,W,BD,5321,2,7,18,29,1
2023-07-02,18:45:00,Sunday,eglinton station,SUDP,4,10,N,YU,6076,2,7,18,45,1
2023-07-02,19:57:00,Sunday,summerhill station,MUPAA,4,10,S,YU,5391,2,7,19,57,1
2023-07-02,20:08:00,Sunday,finch station,TUNIP,4,10,S,YU,5536,2,7,20,8,1
2023-07-02,21:57:00,Sunday,queen station,MUPAA,4,10,N,YU,5641,2,7,21,57,1
2023-07-02,23:16:00,Sunday,york mills station,SUDP,20,26,N,YU,5976,2,7,23,16,1
2023-07-02,23:23:00,Sunday,york mills station,SUDP,20,26,S,YU,6051,2,7,23,23,1
2023-07-02,00:40:00,Sunday,dundas west station,SUDP,6,12,W,BD,5205,2,7,0,40,1
2023-07-02,00:47:00,Sunday,old mill station,MUDD,13,19,E,BD,5310,2,7,0,47,1
2023-07-03,08:43:00,Monday,midland station,ERTC,5,11,S,SRT,3006,3,7,8,43,1
2023-07-03,07:39:00,Monday,sheppard yonge station,TUS,6,12,N,YU,5806,3,7,7,39,1
2023-07-03,07:45:00,Monday,kipling station,MUTO,3,7,E,BD,5131,3,7,7,45,1
2023-07-03,08:08:00,Monday,st andrew station,MUPAA,6,12,N,YU,5501,3,7,8,8,1
2023-07-03,08:28:00,Monday,kennedy station,MUI,8,12,E,BD,5371,3,7,8,28,1
2023-07-03,08:44:00,Monday,pape station,MUI,14,18,E,BD,5016,3,7,8,44,1
2023-07-03,09:33:00,Monday,bathurst station,SUAP,6,10,E,BD,5244,3,7,9,33,1
2023-07-03,09:50:00,Monday,eglinton station,TUNOA,4,8,N,YU,0,3,7,9,50,1
2023-07-03,10:50:00,Monday,bay station,SUDP,3,7,E,BD,5289,3,7,10,50,1
2023-07-03,11:33:00,Monday,castle frank station,MUPAA,3,7,W,BD,5228,3,7,11,33,1
2023-07-03,12:04:00,Monday,york university  station,SUDP,7,11,S,YU,5806,3,7,12,4,1
2023-07-03,13:47:00,Monday,dundas station,SUUT,6,10,S,YU,5381,3,7,13,47,1
2023-07-03,14:14:00,Monday,ossington station,SUO,4,8,W,BD,5249,3,7,14,14,1
2023-07-03,14:40:00,Monday,spadina station,SUDP,5,9,E,BD,5109,3,7,14,40,1
2023-07-03,16:06:00,Monday,bloor yonge station,SUDP,5,9,W,BD,5225,3,7,16,6,1
2023-07-03,16:36:00,Monday,north york centre station,PUOPO,5,9,S,YU,5971,3,7,16,36,1
2023-07-03,17:39:00,Monday,finch station,MUTO,4,8,S,YU,5686,3,7,17,39,1
2023-07-03,00:45:00,Monday,kipling station,SUDP,4,10,unknown,BD,5181,3,7,0,45,1
2023-07-03,06:15:00,Monday,don mills station,TUNIP,4,11,W,SHP,6176,3,7,6,15,1
2023-07-03,00:10:00,Monday,sheppard yonge station,EUOPO,5,12,E,SHP,6181,3,7,0,10,1
2023-07-04,05:36:00,Tuesday,finch station,EUATC,3,0,S,YU,6061,4,7,5,36,1
2023-07-04,21:51:00,Tuesday,ellesmere station,SRAP,6,12,E,SRT,3019,4,7,21,51,1
2023-07-04,09:12:00,Tuesday,high park station,SUEAS,11,13,W,BD,5013,4,7,9,12,1
2023-07-04,10:01:00,Tuesday,queens park station,PUOPO,3,7,S,YU,5856,4,7,10,1,1
2023-07-04,11:12:00,Tuesday,st george station,MUDD,5,9,W,BD,5016,4,7,11,12,1
2023-07-04,13:04:00,Tuesday,sheppard west station,MUSAN,5,10,S,YU,5876,4,7,13,4,1
2023-07-04,13:59:00,Tuesday,wilson station,MUSAN,5,10,S,YU,6016,4,7,13,59,1
2023-07-04,15:19:00,Tuesday,donlands station,PUSSW,3,6,W,BD,5091,4,7,15,19,1
2023-07-04,16:57:00,Tuesday,runnymede station,MUIR,6,9,W,BD,5299,4,7,16,57,1
2023-07-04,17:43:00,Tuesday,davisville station,EUAC,3,6,S,YU,5941,4,7,17,43,1
2023-07-04,18:39:00,Tuesday,eglinton station,EUDO,3,6,S,YU,5541,4,7,18,39,1
2023-07-04,18:44:00,Tuesday,davisville station,EUDO,6,9,S,YU,5541,4,7,18,44,1
2023-07-04,19:11:00,Tuesday,st clair west station,MUPAA,7,10,N,YU,5696,4,7,19,11,1
2023-07-04,19:55:00,Tuesday,sheppard west station,PUSCR,6,11,S,YU,6071,4,7,19,55,1
2023-07-04,20:15:00,Tuesday,finch station,MUATC,6,9,N,YU,6046,4,7,20,15,1
2023-07-04,21:57:00,Tuesday,vaughan mc station,TUNIP,5,11,S,YU,5661,4,7,21,57,1
2023-07-04,00:00:00,Tuesday,st clair west station,SUUT,18,25,S,YU,5706,4,7,0,0,1
2023-07-04,00:43:00,Tuesday,st clair station,MUTO,7,14,S,YU,5721,4,7,0,43,1
2023-07-05,02:05:00,Wednesday,lawrence west station,MUATC,10,18,N,YU,5971,5,7,2,5,1
2023-07-05,21:03:00,Wednesday,kennedy station,SRDP,4,9,N,SRT,3019,5,7,21,3,1
2023-07-05,05:38:00,Wednesday,york mills station,PUTWZ,8,0,N,YU,5531,5,7,5,38,1
2023-07-05,05:44:00,Wednesday,eglinton station,PUTWZ,10,0,S,YU,5576,5,7,5,44,1
2023-07-05,05:46:00,Wednesday,sheppard west station,MUATC,6,0,N,YU,5721,5,7,5,46,1
2023-07-05,06:14:00,Wednesday,donlands station,EUBK,4,8,W,BD,5028,5,7,6,14,1
2023-07-05,07:06:00,Wednesday,finch station,EUO,10,13,S,YU,5646,5,7,7,6,1
2023-07-05,07:32:00,Wednesday,dundas west station,MUDD,6,8,W,BD,5055,5,7,7,32,1
2023-07-05,07:44:00,Wednesday,wilson station,PUOPO,5,8,S,YU,5631,5,7,7,44,1
2023-07-05,07:48:00,Wednesday,dufferin station,PUTIJ,8,11,W,BD,5167,5,7,7,48,1
2023-07-05,07:51:00,Wednesday,yorkdale station,PUOPO,7,10,S,YU,5631,5,7,7,51,1
2023-07-05,13:57:00,Wednesday,sherbourne station,SUDP,3,7,E,BD,5289,5,7,13,57,1
2023-07-05,14:36:00,Wednesday,christie station,SUDP,3,7,W,BD,5042,5,7,14,36,1
2023-07-05,15:57:00,Wednesday,old mill station,SUDP,3,6,W,BD,5151,5,7,15,57,1
2023-07-05,15:57:00,Wednesday,union station,PUOPO,5,10,N,YU,5656,5,7,15,57,1
2023-07-05,16:02:00,Wednesday,wilson station,TUNIP,3,6,S,YU,5546,5,7,16,2,1
2023-07-05,16:13:00,Wednesday,davisville station,SUG,4,7,S,YU,5591,5,7,16,13,1
2023-07-05,17:16:00,Wednesday,bloor yonge station,SUO,4,7,E,BD,5283,5,7,17,16,1
2023-07-05,18:00:00,Wednesday,lawrence station,SUUT,7,10,N,YU,5396,5,7,18,0,1
2023-07-05,18:45:00,Wednesday,runnymede station,MUO,3,6,W,BD,5127,5,7,18,45,1
2023-07-05,19:21:00,Wednesday,runnymede station,MUO,5,10,W,BD,5189,5,7,19,21,1
2023-07-05,19:24:00,Wednesday,pape station,MUO,3,8,E,BD,5034,5,7,19,24,1
2023-07-05,20:57:00,Wednesday,bloor yonge station,MUPLB,24,29,N,YU,6016,5,7,20,57,1
2023-07-05,21:07:00,Wednesday,victoria park station,SUUT,6,11,E,BD,5091,5,7,21,7,1
2023-07-05,22:12:00,Wednesday,davisville station,SUDP,11,18,N,YU,5991,5,7,22,12,1
2023-07-05,22:29:00,Wednesday,st george station,SUDP,5,12,S,YU,5751,5,7,22,29,1
2023-07-05,22:35:00,Wednesday,museum station,SUDP,7,14,S,YU,5751,5,7,22,35,1
2023-07-05,00:36:00,Wednesday,rosedale station,SUDP,5,12,N,YU,5536,5,7,0,36,1
2023-07-05,00:57:00,Wednesday,bloor yonge station,MUATC,3,10,N,YU,5546,5,7,0,57,1
2023-07-06,05:38:00,Thursday,york mills station,PUTWZ,17,0,N,YU,5671,6,7,5,38,1
2023-07-06,05:45:00,Thursday,eglinton station,PUTWZ,5,0,S,YU,5436,6,7,5,45,1
2023-07-06,05:54:00,Thursday,keele station,EUVA,5,10,W,BD,5023,6,7,5,54,1
2023-07-06,05:54:00,Thursday,kipling station,SUG,3,6,E,BD,5025,6,7,5,54,1
2023-07-06,06:58:00,Thursday,islington station,MUD,5,8,W,BD,5154,6,7,6,58,1
2023-07-06,07:35:00,Thursday,st patrick station,PUOPO,7,10,S,YU,5711,6,7,7,35,1
2023-07-06,07:35:00,Thursday,st andrew station,EUDO,3,6,N,YU,6006,6,7,7,35,1
2023-07-06,08:55:00,Thursday,queen station,TUS,7,10,N,YU,5846,6,7,8,55,1
2023-07-06,09:23:00,Thursday,bay station,MUI,25,29,W,BD,5028,6,7,9,23,1
2023-07-06,11:10:00,Thursday,bloor yonge station,SUO,17,21,W,BD,5289,6,7,11,10,1
2023-07-06,11:10:00,Thursday,bloor yonge station,SUO,17,22,N,YU,5596,6,7,11,10,1
2023-07-06,11:21:00,Thursday,davisville station,SUDP,5,10,S,YU,5716,6,7,11,21,1
2023-07-06,11:58:00,Thursday,st clair station,TUO,5,10,S,YU,5601,6,7,11,58,1
2023-07-06,12:51:00,Thursday,york university  station,MUPAA,3,6,N,YU,5601,6,7,12,51,1
2023-07-06,13:31:00,Thursday,coxwell station,MUTO,4,8,E,BD,5105,6,7,13,31,1
2023-07-06,15:01:00,Thursday,queen station,MUATC,3,6,S,YU,5521,6,7,15,1,1
2023-07-06,15:44:00,Thursday,st clair station,MUPLB,23,28,N,YU,5871,6,7,15,44,1
2023-07-06,16:36:00,Thursday,rosedale station,MUPAA,3,6,N,YU,5576,6,7,16,36,1
2023-07-06,17:18:00,Thursday,davisville station,TUCC,10,13,N,YU,5651,6,7,17,18,1
2023-07-06,17:29:00,Thursday,wellesley station,MUIR,6,9,N,YU,5561,6,7,17,29,1
2023-07-06,17:51:00,Thursday,davisville station,MUATC,8,11,N,YU,5576,6,7,17,51,1
2023-07-06,18:04:00,Thursday,dundas station,SUDP,33,36,N,YU,5966,6,7,18,4,1
2023-07-06,20:30:00,Thursday,bloor yonge station,EUBK,10,15,N,YU,5401,6,7,20,30,1
2023-07-06,22:17:00,Thursday,st george station,SUUT,5,10,S,YU,5651,6,7,22,17,1
2023-07-06,23:57:00,Thursday,sheppard yonge station,TUO,6,12,S,YU,5996,6,7,23,57,1
